operating_name,first_category_vendor,First_Category,first_endorsements,first_issued,last_date_opname,last_ward_id,Count of ward_id,Years_Operation,last_latitude,last_longitude,    Average total income in 2020 among recipients ($),    Employed,    Median total income in 2020 among recipients ($),    Unemployed,  Average total income of one-person households in 2020 ($),  In the labour force,  Median total income of one-person households in 2020 ($),  Not in the labour force,Area (sq km),Meadian age,population between  15 and 19,Population over 20 and less than 54,Total - Population aged 15 years and over by Labour force status - 25% sample data,Total population,Unemployment rate
Dairy Bell,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,1976-04-09 0:00,2023-07-09 0:00,11,4,47.25,43.6680462,-79.42076054,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Sunset Hut Caribbean Take Out,non-motorized refreshment vehicle owner,Other international food,rv - trailer - propane heater;,2017-07-25 0:00,2020-11-03 0:00,23,1,3.33,43.81787496,-79.28021845,38560,37745,30400,7740,47160,45490,35600,35445,30.43753122423298,42.8,4750,43235,80925,94025,17
Super Churros,motorized refreshment vehicle owner,Mexican Cuisine,rv - motorized - propane heater;,2022-09-22 0:00,2024-02-01 0:00,24,1,1.42,43.7466545,-79.22952042,41760,41920,33200,8155,44360,50075,33600,35505,26.11145829405803,38.4,6030,49535,85580,102755,16.3
Superchicken Food Truck Inc,motorized refreshment vehicle owner,American Cuisine,rv - motorized - natural gas heater;,2017-01-03 0:00,2018-04-05 0:00,23,1,1.25,43.82608209,-79.26759186,38560,37745,30400,7740,47160,45490,35600,35445,30.43753122423298,42.8,4750,43235,80925,94025,17
Sushiburri Toronto,motorized refreshment vehicle owner,Asian Cuisine,rv - motorized - no heater;,2016-07-19 0:00,2018-10-19 0:00,17,1,2.25,43.76534128,-79.38256592,50880,51425,37200,8630,60150,60060,48000,38375,24.42064193785486,40.4,5090,57315,98425,112590,14.4
Sushitto On The Road,motorized refreshment vehicle owner,Asian Cuisine,rv - motorized - propane heater;,2016-04-20 0:00,2018-07-21 0:00,13,1,2.25,43.66824618,-79.36817815,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
Sweet Ride,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motor. (not propane/ice cream);,2018-05-07 0:00,2019-08-07 0:00,19,1,1.25,43.7064533,-79.30998497,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
Sweet Snow Shave Ice,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2014-06-27 0:00,2016-09-27 0:00,14,1,2.25,43.66252479,-79.34004042,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Sweet Wheels,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2008-06-18 0:00,2009-09-18 0:00,5,1,1.25,43.67461905,-79.48348027,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Switzer'S,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motor. (not propane/ice cream);,2021-12-06 0:00,2023-03-06 0:00,12,1,1.25,43.69173393,-79.43080797,96000,61350,50000,7470,79200,68825,52400,31815,13.12169436260066,39.6,4485,61305,100635,114095,10.9
T.J.'S Enterprise,motorized refreshment vehicle owner,,rv - motorized - ice cream;,2005-04-05 0:00,2006-10-27 0:00,21,1,1.5,43.74476602,-79.26334299,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
T.N.T. Big Dog,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2005-04-22 0:00,2006-07-23 0:00,7,1,1.25,43.73454944,-79.5323733,37240,43655,31400,9465,38760,53120,29200,39315,30.70157306,37.6,7175,54505,92430,111200,17.8
Taco Truck Inc,motorized refreshment vehicle owner,Mexican Cuisine,rv - motorized - propane heater;,2016-05-06 0:00,2024-02-01 0:00,10,1,7.75,43.63838722,-79.40106386,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
Tang'S Family Restaurant,motorized refreshment vehicle owner,Asian Cuisine,rv - motorized - propane heater;,2014-05-14 0:00,2016-08-14 0:00,22,1,2.25,43.80930269,-79.29034647,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
Taste Of Asia Night Market Snack House,motorized refreshment vehicle owner,Asian Cuisine,rv - motorized - propane heater;,2017-02-15 0:00,2024-02-01 0:00,17,1,7,43.80171346,-79.35826405,50880,51425,37200,8630,60150,60060,48000,38375,24.42064193785486,40.4,5090,57315,98425,112590,14.4
Taste Of Toronto,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,1987-09-09 0:00,2024-02-01 0:00,8,1,36.42,43.70435891,-79.44263483,88500,53845,44400,7510,67900,61360,46000,34350,22.66246048850679,41.2,7220,53335,95710,114820,12.2
Tasto,motorized refreshment vehicle owner,Mediterranean & Middle Eastern,rv - motorized - no heater;,2021-12-23 0:00,2023-03-23 0:00,18,1,1.25,43.7858109,-79.40744006,55050,56595,36800,8240,63050,64830,47600,38860,19.76270392348029,39.2,5035,64180,103695,117130,12.7
Thank The Cow Ice Cream,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motor. (not propane/ice cream);,2016-06-03 0:00,2017-09-03 0:00,19,1,1.25,43.6782199,-79.29375068,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
The Chef'S Wagon,non-motorized refreshment vehicle owner,Mediterranean & Middle Eastern,rv - trailer - propane heater;,2012-11-26 0:00,2014-02-26 0:00,12,1,1.25,43.6765411,-79.40560786,96000,61350,50000,7470,79200,68825,52400,31815,13.12169436260066,39.6,4485,61305,100635,114095,10.9
The Cool Truck,motorized refreshment vehicle owner,American Cuisine,rv - motorized - no heater;,2018-09-20 0:00,2019-12-21 0:00,17,1,1.25,43.76576138,-79.38007348,50880,51425,37200,8630,60150,60060,48000,38375,24.42064193785486,40.4,5090,57315,98425,112590,14.4
The Crane Express Catering And Co,motorized refreshment vehicle owner,Asian Cuisine,rv - motorized - propane heater;,2018-06-06 0:00,2019-09-06 0:00,8,1,1.25,43.72414008,-79.47157813,88500,53845,44400,7510,67900,61360,46000,34350,22.66246048850679,41.2,7220,53335,95710,114820,12.2
The Cuban Thing,non-motorized refreshment vehicle owner,Other international food,rv - non-motorized - propane heater;,2020-10-06 0:00,2024-02-01 0:00,2,1,3.33,43.64754139,-79.55550764,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
The Duke Brothers,non-motorized refreshment vehicle owner,Beverages,rv - non-motor. (not propane/ice cream);,2015-06-15 0:00,2016-09-15 0:00,13,1,1.25,43.6510032,-79.38092542,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
The Egg Man Inc,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2015-05-01 0:00,2021-09-29 0:00,12,1,6.33,43.68974129,-79.44274992,96000,61350,50000,7470,79200,68825,52400,31815,13.12169436260066,39.6,4485,61305,100635,114095,10.9
The Food Dude Catering Ltd,motorized refreshment vehicle owner,Specialty and Fusion,rv - motorized - propane heater;,2001-07-24 0:00,2024-02-01 0:00,7,1,22.58,43.74068881,-79.543965,37240,43655,31400,9465,38760,53120,29200,39315,30.70157306,37.6,7175,54505,92430,111200,17.8
The Good Eats By Julian,non-motorized refreshment vehicle owner,Other international food,rv - trailer - propane heater;,2022-06-28 0:00,2024-02-01 0:00,19,1,1.67,43.66938437,-79.31558904,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
The Good Press,non-motorized refreshment vehicle owner,Beverages,rv - non-motorized - ice cream;,2015-07-23 0:00,2016-10-23 0:00,11,1,1.25,43.6707681,-79.39187,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
The Hot Dog King,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2008-02-15 0:00,2010-05-18 0:00,6,1,2.25,43.74016744,-79.50610635,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
The Hotdog Company,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2002-05-16 0:00,2018-07-31 0:00,14,1,16.17,43.6816111,-79.33283743,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
The Housecoatguy Ventures,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2003-05-01 0:00,2013-08-01 0:00,22,1,10.25,43.80139584,-79.32141161,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
The Humber College Institute,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2015-06-17 0:00,2020-11-03 0:00,1,1,5.42,43.7291665,-79.60683992,39760,47840,32400,9430,45000,57265,35200,39355,48.36547443546212,38,7085,56585,96620,115120,16.5
The Hungry Moon Inc,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2021-04-22 0:00,2023-07-22 0:00,24,1,2.25,43.75962881,-79.19799147,41760,41920,33200,8155,44360,50075,33600,35505,26.11145829405803,38.4,6030,49535,85580,102755,16.3
The Jerk Boss,motorized refreshment vehicle owner,Other international food,rv - motorized - propane heater;,2017-06-30 0:00,2018-10-18 0:00,21,1,1.33,43.75133851,-79.30111804,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
The Republic,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2022-02-14 0:00,2023-05-15 0:00,25,1,1.25,43.82226082,-79.217872,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
The Rolling Cones Ice Cream Corp,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,1999-05-21 0:00,2003-03-31 0:00,6,1,3.83,43.77775559,-79.48854327,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
The Rolling Stone,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2015-06-26 0:00,2016-09-26 0:00,24,1,1.25,43.7469342,-79.2091296,41760,41920,33200,8155,44360,50075,33600,35505,26.11145829405803,38.4,6030,49535,85580,102755,16.3
The Rollong Cones Ice Cream,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,2000-06-27 0:00,2003-03-31 0:00,6,1,2.75,43.77775559,-79.48854327,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
The Smoke Stop,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2020-03-17 0:00,2022-06-16 0:00,20,1,2.25,43.71244452,-79.28829508,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
The Spicy Ethiopian Inc,motorized refreshment vehicle owner,Other international food,rv - motorized - propane heater;,2016-08-05 0:00,2018-11-05 0:00,19,1,2.25,43.71604182,-79.3058172,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
The Upperhand,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,2015-06-26 0:00,2018-09-26 0:00,12,1,3.25,43.68651641,-79.40241783,96000,61350,50000,7470,79200,68825,52400,31815,13.12169436260066,39.6,4485,61305,100635,114095,10.9
The Urban Asian,motorized refreshment vehicle owner,Asian Cuisine,rv - motorized - propane heater;,2016-05-24 0:00,2017-08-24 0:00,2,1,1.25,43.6662914,-79.52844798,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
Tim Hortons,motorized refreshment vehicle owner,Beverages,rv - motorized - no heater;,2016-05-18 0:00,2017-08-18 0:00,3,1,1.25,43.6389491,-79.53026,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
Tiny Treats,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,1997-07-31 0:00,2003-05-02 0:00,5,1,5.83,43.6995726,-79.50988402,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Tom'S Wagon,motorized refreshment vehicle owner,,rv - motorized - propane heater;,1976-04-29 0:00,2007-07-04 0:00,1,1,31.25,43.74284258,-79.58466097,39760,47840,32400,9430,45000,57265,35200,39355,48.36547443546212,38,7085,56585,96620,115120,16.5
Ton Of Juice Plus,motorized refreshment vehicle owner,Beverages,rv - motorized - propane heater;,2023-07-31 0:00,2024-02-01 0:00,11,1,0.58,43.6547955,-79.4018236,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Tong Mein,non-motorized refreshment vehicle owner,Asian Cuisine,rv - non-motor. (not propane/ice cream);,2021-05-31 0:00,2022-08-30 0:00,11,1,1.25,43.65375309,-79.4128971,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Tony'S Catering,motorized refreshment vehicle owner,Italian Cuisine,rv - motorized - propane heater;,1977-04-27 0:00,2006-03-29 0:00,21,1,28.92,43.76207286,-79.27094275,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Top Dog Ron,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2010-08-17 0:00,2013-11-17 0:00,7,1,3.25,43.75690291,-79.52026041,37240,43655,31400,9465,38760,53120,29200,39315,30.70157306,37.6,7175,54505,92430,111200,17.8
Toronto Grills Jalil Dizaji,motorized refreshment vehicle owner,Mediterranean & Middle Eastern,rv - motorized - propane heater;,2016-07-28 0:00,2024-02-01 0:00,11,1,7.58,43.66037199,-79.40744501,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Toronto Hotdog,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2012-05-17 0:00,2013-08-17 0:00,6,1,1.25,43.74749011,-79.44442275,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
Toronto Mobile Roast Corn,non-motorized refreshment vehicle owner,Mexican Cuisine,rv - trailer - propane heater;,2012-06-20 0:00,2015-09-16 0:00,23,1,3.25,43.79411889,-79.26559072,38560,37745,30400,7740,47160,45490,35600,35445,30.43753122423298,42.8,4750,43235,80925,94025,17
Toronto'S Hot Dogs,non-motorized refreshment vehicle owner,American Cuisine,rv - trailer - propane heater;,2016-11-30 0:00,2018-03-02 0:00,22,1,1.33,43.77357181,-79.30508177,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
Toryork Catering (1998) Ltd,motorized refreshment vehicle owner,Specialty and Fusion,rv - motorized - propane heater;,1997-05-13 0:00,2018-09-07 0:00,7,1,21.33,43.76235879,-79.56525219,37240,43655,31400,9465,38760,53120,29200,39315,30.70157306,37.6,7175,54505,92430,111200,17.8
Total Rent-A-Car Inc,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2014-06-30 0:00,2016-05-19 0:00,3,1,1.92,43.6229397,-79.54037889,71100,73170,47600,9780,67500,82950,51600,38510,39.99417467554395,40.8,5160,73835,121460,139920,11.8
Tourist,non-motorized refreshment vehicle owner,Specialty and Fusion,rv - non-motor. (not propane/ice cream);,2021-05-13 0:00,2024-02-01 0:00,2,1,2.75,43.65244136,-79.55378502,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
Trochilus Inc,motorized refreshment vehicle owner,Other international food,rv - motorized - propane heater;,2013-08-08 0:00,2024-02-01 0:00,1,1,10.5,43.719302,-79.56143431,39760,47840,32400,9430,45000,57265,35200,39355,48.36547443546212,38,7085,56585,96620,115120,16.5
Tropical Joe'S On The Go,motorized refreshment vehicle owner,Other international food,rv - motorized - propane heater;,2015-09-23 0:00,2016-12-24 0:00,7,1,1.25,43.76182952,-79.49173351,37240,43655,31400,9465,38760,53120,29200,39315,30.70157306,37.6,7175,54505,92430,111200,17.8
Tropical South,motorized refreshment vehicle owner,Other international food,rv - motorized - propane heater;,2023-03-24 0:00,2024-02-01 0:00,2,1,0.92,43.64754139,-79.55550764,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
Trueboost,non-motorized refreshment vehicle owner,Beverages,rv - non-motor. (not propane/ice cream);,2015-07-06 0:00,2016-10-06 0:00,6,1,1.25,43.74749011,-79.44442275,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
Trust The Gut Sandwiches,motorized refreshment vehicle owner,Specialty and Fusion,rv - motorized - propane heater;,2022-11-21 0:00,2024-02-01 0:00,5,1,1.25,43.70031548,-79.48355872,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Tryme Food Truck,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2018-12-11 0:00,2024-02-01 0:00,22,1,5.17,43.7868619,-79.31723016,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
Tutton'S Catering,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,1974-03-27 0:00,2016-01-25 0:00,25,1,41.83,43.80929263,-79.19322535,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
U Tea Milk Tea,motorized refreshment vehicle owner,Beverages,rv - motorized - no heater;,2022-12-07 0:00,2024-02-01 0:00,11,1,1.17,43.65857419,-79.39532276,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Untamed Chef,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2015-07-31 0:00,2018-10-31 0:00,12,1,3.25,43.6903261,-79.39982301,96000,61350,50000,7470,79200,68825,52400,31815,13.12169436260066,39.6,4485,61305,100635,114095,10.9
Urban Smoke Food Truck,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2012-09-04 0:00,2021-08-25 0:00,8,1,8.92,43.7189029,-79.46970067,88500,53845,44400,7510,67900,61360,46000,34350,22.66246048850679,41.2,7220,53335,95710,114820,12.2
Valdez,non-motorized refreshment vehicle owner,Other international food,rv - trailer - propane heater;,2016-08-19 0:00,2017-11-19 0:00,10,1,1.25,43.64486639,-79.39696863,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
Vatra'S Rolling Stoves,motorized refreshment vehicle owner,European Cuisine,rv - motorized - propane heater;,2023-11-03 0:00,2024-02-01 0:00,2,1,0.25,43.63932708,-79.55002981,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
Vesta Lunch On Wheels,motorized refreshment vehicle owner,,rv - motorized - propane heater;,2015-06-01 0:00,2020-11-03 0:00,9,1,5.42,43.68118752,-79.44163127,55550,54715,40400,8260,56350,62975,41200,28660,12.09534538559141,38.4,3895,60750,91630,104730,13.1
Vibes Of Tehran,motorized refreshment vehicle owner,Mediterranean & Middle Eastern,rv - motorized - propane heater;,2019-04-11 0:00,2020-11-03 0:00,11,1,1.58,43.6712768,-79.38090354,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
"Vidiri, Angelo",motorized refreshment vehicle owner,,rv - motorized - propane heater;,2007-03-30 0:00,2008-06-30 0:00,7,1,1.25,43.73454944,-79.5323733,37240,43655,31400,9465,38760,53120,29200,39315,30.70157306,37.6,7175,54505,92430,111200,17.8
Village Catering,motorized refreshment vehicle owner,Specialty and Fusion,rv - motorized - propane heater;,1974-04-26 0:00,2003-03-20 0:00,5,1,28.92,43.67461905,-79.48348027,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
